timestep,hour_of_day,day,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_max,v_mean,line_loading_max,v_severity,n_buses_below_090,renewable_pct,converged,blackout,severity,p_load_lag_1h,p_load_lag_3h,p_solar_lag_1h,soc_lag_1h,load_rolling_avg_6h,solar_rolling_avg_6h,v_min_rolling_min_6h,soc_rate_of_change,load_rate_of_change,load_solar_diff,grid_stress_index,solar_load_ratio,soc_deficit,v_violation_margin,net_power_balance,is_night,blackout_prob_ml,blackout_pred_ml,in_test_window,prediction_correct
178,10,7,3.501458,0.0,0.0,3.501458,0.1,0.918488,1.0,0.951643,0.0002,0.001512,2,0.0,1,1,3,3.396508,2.711579,0.0,0.1,2.7922195,0.0025495,0.918488,0.0,0.1049500000000001,3.501458,0.9475063257065949,0.0,0.9,-0.0015120000000000688,-3.501458,0,0.621625,1,0,1
179,11,7,3.508874,0.0,0.0,3.508874,0.1,0.918301,1.0,0.951533,0.0002,0.001699,2,0.0,1,1,3,3.501458,2.90961,0.0,0.1,3.0664811666666663,0.0,0.918301,0.0,0.007416000000000089,3.508874,0.948171736204576,0.0,0.9,-0.001699000000000006,-3.508874,0,0.824956,1,0,1
180,12,7,3.491352,0.0,0.0,3.491352,0.1,0.918742,1.0,0.951793,0.0002,0.001258,2,0.0,1,1,1,3.508874,3.396508,0.0,0.1,3.2532301666666665,0.0,0.918301,0.0,-0.017522000000000038,3.491352,0.9465995513683266,0.0,0.9,-0.0012580000000000924,-3.491352,0,0.88013,1,0,1
181,13,7,3.496274,0.0,0.0,3.496274,0.1,0.918618,1.0,0.95172,0.0002,0.001382,2,0.0,1,1,1,3.491352,3.501458,0.0,0.1,3.384012666666667,0.0,0.918301,0.0,0.004922000000000093,3.496274,0.9470411843876178,0.0,0.9,-0.0013819999999999943,-3.496274,0,0.937748,1,0,1
182,14,7,3.44668,0.0,0.0,3.44668,0.1,0.919863,1.0,0.952455,0.0002,0.000137,1,0.0,1,1,1,3.496274,3.508874,0.0,0.1,3.473524333333333,0.0,0.918301,0.0,-0.049593999999999916,3.44668,0.9425912965455362,0.0,0.9,-0.00013700000000005375,-3.44668,0,0.950363,1,0,1
183,15,7,3.471922,0.0,0.0,3.471922,0.1,0.91923,1.0,0.952081,0.0002,0.00077,2,0.0,1,1,1,3.44668,3.491352,0.0,0.1,3.4860933333333333,0.0,0.918301,0.0,0.025241999999999987,3.471922,0.9448561686855093,0.0,0.9,-0.0007700000000000484,-3.471922,0,0.911477,1,0,1
184,16,7,3.530351,0.0,0.0,3.530351,0.1,0.917761,1.0,0.951214,0.0002,0.002239,2,0.0,1,1,3,3.471922,3.496274,0.0,0.1,3.4909088333333336,0.0,0.917761,0.0,0.05842899999999984,3.530351,0.9500987886944818,0.0,0.9,-0.002238999999999991,-3.530351,0,0.919581,1,0,1
185,17,7,3.548867,0.103894,0.0,3.444973,0.1,0.922329,1.0,0.953304,0.0002,0.0,0,2.93,1,0,0,3.530351,3.44668,0.0,0.1,3.497574333333333,0.017315666666666667,0.917761,0.0,0.018515999999999977,3.444973,0.9344444948407357,0.029275250586947726,0.9,0.0023289999999999145,-3.444973,0,0.942205,1,0,0
186,18,7,3.669462,0.395568,0.0,3.273894,0.1,0.92402,1.0,0.957898,0.0002,0.0,0,10.78,1,0,0,3.548867,3.471922,0.103894,0.1,3.5272593333333333,0.08324366666666666,0.917761,0.0,0.12059499999999979,3.273894,0.8966527088380439,0.10779996964133444,0.9,0.0040199999999999125,-3.273894,0,0.819906,1,0,0
187,19,7,3.654788,1.047908,0.0,2.60688,0.1,0.93361,1.0,0.97099,0.0002,0.0,0,28.67,1,0,0,3.669462,3.530351,0.395568,0.1,3.553678333333334,0.257895,0.917761,0.0,-0.014673999999999854,2.60688,0.7866127312696277,0.2867218873647699,0.9,0.013610000000000011,-2.60688,0,0.383528,0,0,1
188,20,7,3.517543,1.35214,0.0,2.165404,0.1,0.940667,1.011646,0.978339,0.0001,0.0,0,38.44,1,0,0,3.654788,3.548867,1.047908,0.1,3.565488833333333,0.48325166666666663,0.917761,0.0,-0.13724500000000006,2.165403,0.7235929071332436,0.38439888740553063,0.9,0.02066699999999999,-2.165403,0,0.000369,0,0,1
189,21,7,3.404071,1.432287,0.0,1.971784,0.1,0.944241,1.018962,0.981265,0.0001,0.0,0,42.08,1,0,0,3.517543,3.669462,1.35214,0.1,3.554180333333333,0.7219661666666667,0.917761,0.0,-0.1134719999999998,1.971784,0.7000536471511888,0.42075696401251206,0.9,0.024240999999999957,-1.971784,1,2e-06,0,0,1
190,22,7,3.120026,1.905729,0.0,1.214297,0.1,0.956076,1.052332,0.992791,0.0001,0.0,0,61.08,1,0,0,3.404071,3.654788,1.432287,0.1,3.485792833333333,1.0395876666666666,0.922329,0.0,-0.2840449999999999,1.2142970000000002,0.5956603304172274,0.6108052911080577,0.9,0.036076,-1.2142970000000002,1,0.0,0,0,1
191,23,7,2.654615,1.838683,0.0,0.815932,0.1,0.965615,1.05812,0.997826,0.0001,0.0,0,69.26,1,0,0,3.120026,3.517543,1.905729,0.1,3.3367508333333333,1.3287191666666667,0.92402,0.0,-0.465411,0.8159320000000001,0.5650750406011665,0.6926361477516898,0.9,0.04561499999999996,-0.8159320000000001,1,0.0,0,0,1
192,0,8,2.080126,1.845001,0.0,0.235125,0.1,0.978108,1.070036,1.005304,0.0001,0.0,0,88.7,1,0,0,2.654615,3.404071,1.838683,0.1,3.0718614999999994,1.5702913333333333,0.93361,0.0,-0.5744890000000002,0.23512500000000003,0.5124752483176312,0.8869655554684881,0.9,0.05810799999999994,-0.23512500000000003,1,0.0,0,0,1
193,1,8,1.702571,1.302344,0.0,0.400226,0.1,0.980231,1.046924,1.00151,0.0001,0.0,0,76.49,1,0,0,2.080126,3.120026,1.845001,0.1,2.746492,1.6126973333333332,0.940667,0.0,-0.37755499999999986,0.4002270000000001,0.5690414553611486,0.7649274156981319,0.9,0.060230999999999923,-0.4002270000000001,1,0.0,0,0,1
194,2,8,1.594237,1.17866,0.0,0.415577,0.1,0.981122,1.041842,1.000844,0.0001,0.0,0,73.93,1,0,0,1.702571,2.654615,1.302344,0.1,2.425941,1.5837839999999999,0.944241,0.0,-0.10833400000000015,0.41557699999999986,0.5799350426200091,0.7393249941351292,0.9,0.06112200000000001,-0.41557699999999986,1,0.0,0,0,1
195,3,8,1.572396,0.865191,0.0,0.707205,0.1,0.977855,1.023189,0.99573,0.0001,0.0,0,55.02,1,0,0,1.594237,2.080126,1.17866,0.1,2.1206618333333336,1.4892679999999998,0.956076,0.0,-0.021841,0.7072049999999999,0.6302201630776133,0.5502369948556249,0.9,0.05785499999999999,-0.7072049999999999,1,0.0,0,0,1
196,4,8,1.587017,0.383713,0.0,1.203304,0.1,0.971347,1.0,0.986635,0.0001,0.0,0,24.18,1,0,0,1.572396,1.702571,0.865191,0.1,1.865160333333333,1.2355986666666667,0.965615,0.0,0.014620999999999995,1.203304,0.7117783851502916,0.2417823868412331,0.9,0.05134699999999992,-1.203304,1,0.0,0,0,1
197,5,8,1.790578,0.07474,0.0,1.715838,0.1,0.962528,1.0,0.977681,0.0001,0.0,0,4.17,1,0,0,1.587017,1.594237,0.383713,0.1,1.7211541666666665,0.9416081666666666,0.962528,0.0,0.2035610000000001,1.715838,0.7815386675639301,0.04174068834717709,0.9,0.04252800000000001,-1.715838,1,0.0,0,0,1
198,6,8,2.27463,0.0,0.0,2.27463,0.1,0.94845,1.0,0.969369,0.0001,0.0,0,0.0,1,0,0,1.790578,1.572396,0.07474,0.1,1.7535714999999998,0.634108,0.94845,0.0,0.48405200000000015,2.27463,0.8374275459847466,0.0,0.9,0.028449999999999975,-2.27463,0,0.0,0,0,1
199,7,8,2.690836,0.0,0.0,2.690836,0.1,0.938475,1.0,0.963462,0.0001,0.0,0,0.0,1,0,0,2.27463,1.587017,0.0,0.1,1.9182823333333332,0.41705066666666674,0.938475,0.0,0.41620599999999985,2.690836,0.8747721848362494,0.0,0.9,0.018474999999999908,-2.690836,0,4.1e-05,0,0,1
200,8,8,2.874571,0.0,0.0,2.874571,0.1,0.934011,1.0,0.96082,0.0002,0.0,0,0.0,1,0,0,2.690836,1.790578,0.0,0.1,2.1316713333333337,0.22060733333333335,0.934011,0.0,0.18373499999999998,2.874571,0.8912580529385375,0.0,0.9,0.014010999999999996,-2.874571,0,0.001072,0,0,1
201,9,8,3.392712,0.0,0.0,3.392712,0.1,0.921214,1.0,0.953254,0.0002,0.0,0,0.0,1,0,0,2.874571,2.27463,0.0,0.1,2.4350573333333334,0.07640883333333333,0.921214,0.0,0.518141,3.392712,0.9377489457155676,0.0,0.9,0.0012139999999999374,-3.392712,0,0.00367,0,0,1
202,10,8,3.432999,0.0,0.0,3.432999,0.1,0.920206,1.0,0.952658,0.0002,0.0,0,0.0,1,0,0,3.392712,2.690836,0.0,0.1,2.742721,0.012456666666666666,0.920206,0.0,0.040287000000000184,3.432999,0.9413637505607896,0.0,0.9,0.00020599999999992846,-3.432999,0,0.591414,1,0,0
203,11,8,3.46992,0.0,0.0,3.46992,0.1,0.91928,1.0,0.952111,0.0002,0.00072,2,0.0,1,1,1,3.432999,2.874571,0.0,0.1,3.0226113333333333,0.0,0.91928,0.0,0.03692099999999998,3.46992,0.9446765365634814,0.0,0.9,-0.0007200000000000539,-3.46992,0,0.675271,1,0,1
204,12,8,3.378852,0.0,0.0,3.378852,0.1,0.921561,1.0,0.953458,0.0002,0.0,0,0.0,1,0,0,3.46992,3.392712,0.0,0.1,3.2066483333333333,0.0,0.91928,0.0,-0.09106799999999993,3.378852,0.9365053387169134,0.0,0.9,0.0015609999999999236,-3.378852,0,0.827025,1,0,0
205,13,8,3.331394,0.0,0.0,3.331394,0.1,0.922745,1.0,0.954158,0.0002,0.0,0,0.0,1,0,0,3.378852,3.432999,0.0,0.1,3.3134080000000004,0.0,0.91928,0.0,-0.04745800000000022,3.331394,0.9322471063257066,0.0,0.9,0.0027449999999999974,-3.331394,0,0.817091,1,0,0
206,14,8,3.322318,0.0,0.0,3.322318,0.1,0.922972,1.0,0.954292,0.0002,0.0,0,0.0,1,0,0,3.331394,3.46992,0.0,0.1,3.3880325,0.0,0.91928,0.0,-0.009075999999999862,3.322318,0.9314327501121579,0.0,0.9,0.0029719999999999747,-3.322318,0,0.760164,1,0,0
207,15,8,3.342419,0.0,0.0,3.342419,0.1,0.92247,1.0,0.953996,0.0002,0.0,0,0.0,1,0,0,3.322318,3.378852,0.0,0.1,3.3796503333333336,0.0,0.91928,0.0,0.020100999999999924,3.342419,0.933236339165545,0.0,0.9,0.0024699999999999722,-3.342419,0,0.74749,1,0,0
208,16,8,3.370389,0.0,0.0,3.370389,0.1,0.921772,1.0,0.953583,0.0002,0.0,0,0.0,1,0,0,3.342419,3.331394,0.0,0.1,3.3692153333333335,0.0,0.91928,0.0,0.02796999999999983,3.370389,0.9357459847465232,0.0,0.9,0.0017719999999999958,-3.370389,0,0.71111,1,0,0
209,17,8,3.387132,0.095477,0.0,3.291655,0.1,0.926068,1.0,0.955494,0.0002,0.0,0,2.82,1,0,0,3.370389,3.322318,0.0,0.1,3.3554173333333335,0.015912833333333334,0.921561,0.0,0.016742999999999952,3.291655,0.9213354394347241,0.02818814614011319,0.9,0.006067999999999962,-3.291655,0,0.694735,1,0,0
210,18,8,3.511798,0.450892,0.0,3.060907,0.1,0.928601,1.0,0.961333,0.0002,0.0,0,12.84,1,0,0,3.387132,3.342419,0.095477,0.1,3.377575,0.0910615,0.921772,0.0,0.12466600000000039,3.060906,0.8732854293405113,0.12839345304215874,0.9,0.00860099999999997,-3.060906,0,0.426612,0,0,1
211,19,8,3.452071,0.875666,0.0,2.576404,0.1,0.936025,1.0,0.970596,0.0002,0.0,0,25.37,1,0,0,3.511798,3.370389,0.450892,0.1,3.397687833333333,0.23700583333333336,0.921772,0.0,-0.059727000000000086,2.5764050000000003,0.7971306778824584,0.2536638865006292,0.9,0.016024999999999956,-2.5764050000000003,0,0.052375,0,0,1
212,20,8,3.359242,1.13835,0.0,2.220892,0.1,0.941617,1.00184,0.976728,0.0001,0.0,0,33.89,1,0,0,3.452071,3.387132,0.875666,0.1,3.4038418333333333,0.42673083333333334,0.921772,0.0,-0.09282900000000005,2.220892,0.7450208052938537,0.33887098968428303,0.9,0.021616999999999997,-2.220892,0,0.000174,0,0,1
213,21,8,3.257069,1.446079,0.0,1.81099,0.1,0.947746,1.022941,0.983487,0.0001,0.0,0,44.4,1,0,0,3.359242,3.511798,1.13835,0.1,3.389616833333333,0.667744,0.921772,0.0,-0.10217300000000007,1.81099,0.6845650298340064,0.44398155397335637,0.9,0.027745999999999937,-1.81099,1,3e-06,0,0,1
214,22,8,2.919752,1.771781,0.0,1.147971,0.1,0.959047,1.048943,0.993314,0.0001,0.0,0,60.68,1,0,0,3.257069,3.452071,1.446079,0.1,3.3145106666666666,0.9630408333333333,0.926068,0.0,-0.3373170000000001,1.1479709999999999,0.6000151451323463,0.6068256458679895,0.9,0.03904699999999994,-1.1479709999999999,1,0.0,0,0,1
215,23,8,2.252133,1.891655,0.0,0.360478,0.1,0.974911,1.069154,1.003824,0.0001,0.0,0,83.99,1,0,0,2.919752,3.359242,1.771781,0.1,3.1253441666666664,1.2624038333333334,0.928601,0.0,-0.6676189999999997,0.3604780000000001,0.5201331393001346,0.8399389201530636,0.9,0.05491099999999993,-0.3604780000000001,1,0.0,0,0,1
216,0,9,1.890626,1.777971,0.0,0.112655,0.1,0.981443,1.070132,1.006682,0.0001,0.0,0,94.04,1,0,0,2.252133,3.257069,1.891655,0.1,2.8551488333333332,1.4835836666666669,0.936025,0.0,-0.36150700000000024,0.11265499999999995,0.5066437745625841,0.9404134184056401,0.9,0.061442999999999914,-0.11265499999999995,1,0.0,0,0,1
217,1,9,1.70721,1.464797,0.0,0.242413,0.1,0.981956,1.056236,1.004093,0.0001,0.0,0,85.8,1,0,0,1.890626,2.919752,1.777971,0.1,2.5643386666666665,1.5817721666666669,0.941617,0.0,-0.18341600000000002,0.242413,0.5423821958277255,0.8580058352482499,0.9,0.06195600000000001,-0.242413,1,0.0,0,0,1
218,2,9,1.647409,0.853536,0.0,0.793873,0.1,0.976097,1.020874,0.994546,0.0001,0.0,0,51.81,1,0,0,1.70721,2.252133,1.464797,0.1,2.2790331666666668,1.5343031666666667,0.947746,0.0,-0.05980099999999999,0.7938729999999999,0.6388933046209062,0.5181078177260063,0.9,0.05609699999999995,-0.7938729999999999,1,0.0,0,0,1
219,3,9,1.608343,0.621196,0.0,0.987147,0.1,0.974013,1.006864,0.990846,0.0001,0.0,0,38.62,1,0,0,1.647409,1.890626,0.853536,0.1,2.0042455,1.3968226666666668,0.959047,0.0,-0.03906599999999982,0.9871470000000001,0.6741113889636609,0.3862332933750491,0.9,0.05401299999999998,-0.9871470000000001,1,0.0,0,0,1
220,4,9,1.583447,0.373438,0.0,1.210009,0.1,0.971287,1.0,0.986483,0.0001,0.0,0,23.58,1,0,0,1.608343,1.70721,0.621196,0.1,1.7815279999999998,1.1637655,0.971287,0.0,-0.02489600000000003,1.2100090000000001,0.7131705621354868,0.23583849927499986,0.9,0.05128699999999997,-1.2100090000000001,1,0.0,0,0,1
221,5,9,1.761829,0.044189,0.0,1.71764,0.1,0.962721,1.0,0.977438,0.0001,0.0,0,2.51,1,0,0,1.583447,1.647409,0.373438,0.1,1.6998106666666664,0.8558545,0.962721,0.0,0.17838200000000004,1.71764,0.7840509585015702,0.02508130750412923,0.9,0.04272100000000001,-1.71764,1,0.0,0,0,1
222,6,9,2.217655,0.0,0.0,2.217655,0.1,0.949801,1.0,0.97017,0.0001,0.0,0,0.0,1,0,0,1.761829,1.608343,0.044189,0.1,1.7543155,0.559526,0.949801,0.0,0.45582600000000006,2.217655,0.8323153880663975,0.0,0.9,0.029800999999999966,-2.217655,0,0.0,0,0,1
223,7,9,2.598182,0.0,0.0,2.598182,0.1,0.940712,1.0,0.964786,0.0001,0.0,0,0.0,1,0,0,2.217655,1.583447,0.0,0.1,1.9028108333333333,0.31539316666666667,0.940712,0.0,0.38052699999999984,2.598182,0.8664586810228802,0.0,0.9,0.020711999999999953,-2.598182,0,2.2e-05,0,0,1
224,8,9,2.893182,0.0,0.0,2.893182,0.1,0.933557,1.0,0.960551,0.0002,0.0,0,0.0,1,0,0,2.598182,1.761829,0.0,0.1,2.1104396666666667,0.17313716666666665,0.933557,0.0,0.29499999999999993,2.893182,0.8929279497532526,0.0,0.9,0.01355699999999993,-2.893182,0,0.000336,0,0,1
225,9,9,3.338942,0.0,0.0,3.338942,0.1,0.922557,1.0,0.954047,0.0002,0.0,0,0.0,1,0,0,2.893182,2.217655,0.0,0.1,2.3988728333333333,0.0696045,0.922557,0.0,0.44575999999999993,3.338942,0.9329243606998654,0.0,0.9,0.0025569999999999204,-3.338942,0,0.004321,0,0,1
226,10,9,3.414146,0.0,0.0,3.414146,0.1,0.920678,1.0,0.952937,0.0002,0.0,0,0.0,1,0,0,3.338942,2.598182,0.0,0.1,2.703989333333333,0.0073648333333333335,0.920678,0.0,0.07520400000000027,3.414146,0.9396721399730822,0.0,0.9,0.0006779999999999564,-3.414146,0,0.398402,0,0,1
227,11,9,3.410005,0.0,0.0,3.410005,0.1,0.920782,1.0,0.952998,0.0002,0.0,0,0.0,1,0,0,3.414146,2.893182,0.0,0.1,2.9786853333333334,0.0,0.920678,0.0,-0.004141000000000172,3.410005,0.9393005832211755,0.0,0.9,0.0007819999999999494,-3.410005,0,0.595606,1,0,0
228,12,9,3.420661,0.0,0.0,3.420661,0.1,0.920515,1.0,0.952841,0.0002,0.0,0,0.0,1,0,0,3.410005,3.338942,0.0,0.1,3.1791863333333334,0.0,0.920515,0.0,0.010655999999999999,3.420661,0.9402567070435173,0.0,0.9,0.0005149999999999322,-3.420661,0,0.714842,1,0,0
229,13,9,3.457667,0.0,0.0,3.457667,0.1,0.919587,1.0,0.952293,0.0002,0.000413,1,0.0,1,1,1,3.420661,3.414146,0.0,0.1,3.322433833333333,0.0,0.919587,0.0,0.03700599999999987,3.457667,0.9435771197846567,0.0,0.9,-0.0004129999999999967,-3.457667,0,0.870904,1,0,1
230,14,9,3.452619,0.0,0.0,3.452619,0.1,0.919714,1.0,0.952367,0.0002,0.000286,1,0.0,1,1,1,3.457667,3.410005,0.0,0.1,3.415673333333333,0.0,0.919587,0.0,-0.005047999999999941,3.452619,0.943124181247196,0.0,0.9,-0.00028600000000000847,-3.452619,0,0.917589,1,0,1
231,15,9,3.466582,0.0,0.0,3.466582,0.1,0.919364,1.0,0.95216,0.0002,0.000636,2,0.0,1,1,1,3.452619,3.420661,0.0,0.1,3.436946666666666,0.0,0.919364,0.0,0.013962999999999948,3.466582,0.9443770300583222,0.0,0.9,-0.0006360000000000809,-3.466582,0,0.899784,1,0,1
232,16,9,3.478181,0.0,0.0,3.478181,0.1,0.919073,1.0,0.951988,0.0002,0.000927,2,0.0,1,1,1,3.466582,3.457667,0.0,0.1,3.447619166666667,0.0,0.919073,0.0,0.011599000000000359,3.478181,0.9454177658142665,0.0,0.9,-0.0009270000000000111,-3.478181,0,0.897045,1,0,1
233,17,9,3.573835,0.090212,0.0,3.483623,0.1,0.921505,1.0,0.952627,0.0002,0.0,0,2.52,1,0,0,3.478181,3.452619,0.0,0.1,3.4749241666666664,0.015035333333333333,0.919073,0.0,0.09565399999999968,3.4836229999999997,0.9389651152983401,0.02524234464032485,0.9,0.0015049999999999786,-3.4836229999999997,0,0.891405,1,0,0
234,18,9,3.692153,0.415834,0.0,3.276319,0.1,0.923787,1.0,0.957996,0.0002,0.0,0,11.26,1,0,0,3.573835,3.466582,0.090212,0.1,3.5201728333333335,0.084341,0.919073,0.0,0.11831799999999992,3.276319,0.8953110224315837,0.11262639640708377,0.9,0.003786999999999985,-3.276319,0,0.879313,1,0,0
235,19,9,3.59691,0.926235,0.0,2.670676,0.1,0.933336,1.0,0.969527,0.0002,0.0,0,25.75,1,0,0,3.692153,3.478181,0.415834,0.1,3.5433799999999995,0.23871350000000002,0.919073,0.0,-0.09524299999999997,2.6706749999999997,0.8016983838043966,0.25750845656175536,0.9,0.013336000000000015,-2.6706749999999997,0,0.381289,0,0,1
236,20,9,3.53705,1.4484,0.0,2.08865,0.1,0.941398,1.017066,0.979733,0.0001,0.0,0,40.95,1,0,0,3.59691,3.573835,0.926235,0.1,3.5574518333333334,0.4801135,0.919073,0.0,-0.059860000000000024,2.08865,0.7092998654104979,0.4094936714228887,0.9,0.021397999999999917,-2.08865,0,0.00057,0,0,1
237,21,9,3.422959,1.721997,0.0,1.700962,0.1,0.947221,1.035618,0.985838,0.0001,0.0,0,50.31,1,0,0,3.53705,3.692153,1.4484,0.1,3.550181333333333,0.767113,0.919073,0.0,-0.11409099999999972,1.700962,0.6534633981606102,0.5030724869703415,0.9,0.02722099999999994,-1.700962,1,1e-06,0,0,1
238,22,9,3.135009,1.911843,0.0,1.223166,0.1,0.95581,1.052364,0.992689,0.0001,0.0,0,60.98,1,0,0,3.422959,3.59691,1.721997,0.1,3.4929859999999997,1.0857535,0.921505,0.0,-0.28794999999999993,1.2231660000000002,0.5959857000897264,0.609836332260503,0.9,0.03581000000000001,-1.2231660000000002,1,0.0,0,0,1
239,23,9,2.589236,1.966619,0.0,0.622617,0.1,0.968409,1.066485,1.000642,0.0001,0.0,0,75.95,1,0,0,3.135009,3.53705,1.911843,0.1,3.3288861666666665,1.3984879999999997,0.923787,0.0,-0.5457730000000001,0.6226170000000002,0.5378861558995065,0.7595361104448916,0.9,0.048408999999999924,-0.6226170000000002,1,0.0,0,0,1
240,0,10,2.039724,1.855829,0.0,0.183895,0.1,0.979086,1.071434,1.005983,0.0001,0.0,0,90.98,1,0,0,2.589236,3.422959,1.966619,0.1,3.0534813333333326,1.6384871666666665,0.933336,0.0,-0.549512,0.18389500000000014,0.5070454582772544,0.909842748409712,0.9,0.05908599999999997,-0.18389500000000014,1,0.0,0,0,1
241,1,10,1.788277,1.62929,0.0,0.158987,0.1,0.98203,1.06392,1.005672,0.0001,0.0,0,91.11,1,0,0,2.039724,3.135009,1.855829,0.1,2.7520425,1.755663,0.941398,0.0,-0.2514470000000002,0.158987,0.5222405406011664,0.9110943600491647,0.9,0.06202999999999992,-0.158987,1,0.0,0,0,1
242,2,10,1.744252,1.39342,0.0,0.350831,0.1,0.980371,1.051377,1.002467,0.0001,0.0,0,79.89,1,0,0,1.788277,2.589236,1.62929,0.1,2.4532428333333334,1.7464996666666668,0.947221,0.0,-0.04402499999999998,0.3508319999999998,0.5576020053835801,0.7988634676276894,0.9,0.06037099999999995,-0.3508319999999998,1,0.0,0,0,1
243,3,10,1.707712,0.602918,0.0,1.104794,0.1,0.971618,1.003518,0.989192,0.0001,0.0,0,35.31,1,0,0,1.744252,2.039724,1.39342,0.1,2.167368333333333,1.5599865,0.95581,0.0,-0.03654000000000002,1.104794,0.6860737384477344,0.35305581207146636,0.9,0.05161799999999994,-1.104794,1,0.0,0,0,1
244,4,10,1.741889,0.128588,0.0,1.613301,0.1,0.964389,1.0,0.97946,0.0001,0.0,0,7.38,1,0,0,1.707712,1.788277,0.602918,0.1,1.9351816666666668,1.2627773333333332,0.964389,0.0,0.034177000000000124,1.613301,0.7681953153880664,0.07382096458444563,0.9,0.04438900000000001,-1.613301,1,0.0,0,0,1
245,5,10,1.887439,0.026854,0.0,1.860584,0.1,0.959546,1.0,0.975343,0.0001,0.0,0,1.42,1,0,0,1.741889,1.744252,0.128588,0.1,1.8182155,0.9394831666666666,0.959546,0.0,0.14555000000000007,1.8605850000000002,0.7982106500672947,0.01422773704064765,0.9,0.03954599999999997,-1.8605850000000002,1,0.0,0,0,1
246,6,10,2.382286,0.0,0.0,2.382286,0.1,0.945887,1.0,0.967851,0.0001,0.0,0,0.0,1,0,0,1.887439,1.707712,0.026854,0.1,1.8753091666666666,0.6301783333333334,0.945887,0.0,0.49484700000000004,2.382286,0.8470871242709735,0.0,0.9,0.025886999999999993,-2.382286,0,0.0,0,0,1
247,7,10,2.755246,0.0,0.0,2.755246,0.1,0.936915,1.0,0.962538,0.0002,0.0,0,0.0,1,0,0,2.382286,1.741889,0.0,0.1,2.0364706666666668,0.35863000000000006,0.936915,0.0,0.37295999999999996,2.755246,0.8805514580529384,0.0,0.9,0.016915000000000013,-2.755246,0,0.000182,0,0,1
248,8,10,2.948171,0.0,0.0,2.948171,0.1,0.932213,1.0,0.959756,0.0002,0.0,0,0.0,1,0,0,2.755246,1.887439,0.0,0.1,2.2371238333333334,0.12639333333333333,0.932213,0.0,0.1929249999999998,2.948171,0.8978619111709287,0.0,0.9,0.012212999999999918,-2.948171,0,0.002446,0,0,1
249,9,10,3.377043,0.0,0.0,3.377043,0.1,0.921606,1.0,0.953485,0.0002,0.0,0,0.0,1,0,0,2.948171,2.382286,0.0,0.1,2.5153456666666667,0.025907,0.921606,0.0,0.42887200000000014,3.377043,0.9363430237774787,0.0,0.9,0.0016059999999999963,-3.377043,0,0.008074,0,0,1
250,10,10,3.430422,0.0,0.0,3.430422,0.1,0.920271,1.0,0.952696,0.0002,0.0,0,0.0,1,0,0,3.377043,2.755246,0.0,0.1,2.7967678333333335,0.004475666666666667,0.920271,0.0,0.053379000000000065,3.430422,0.9411325257963212,0.0,0.9,0.0002709999999999102,-3.430422,0,0.5682,1,0,0
251,11,10,3.438676,0.0,0.0,3.438676,0.1,0.920064,1.0,0.952574,0.0002,0.0,0,0.0,1,0,0,3.430422,2.948171,0.0,0.1,3.0553073333333334,0.0,0.920064,0.0,0.008253999999999984,3.438676,0.9418731269627636,0.0,0.9,6.399999999995298e-05,-3.438676,0,0.713956,1,0,0
252,12,10,3.429328,0.0,0.0,3.429328,0.1,0.920298,1.0,0.952712,0.0002,0.0,0,0.0,1,0,0,3.438676,3.377043,0.0,0.1,3.229814333333333,0.0,0.920064,0.0,-0.009348000000000134,3.429328,0.9410343651861822,0.0,0.9,0.00029799999999990945,-3.429328,0,0.80507,1,0,0
253,13,10,3.462464,0.0,0.0,3.462464,0.1,0.919467,1.0,0.952222,0.0002,0.000533,1,0.0,1,1,1,3.429328,3.430422,0.0,0.1,3.3476839999999997,0.0,0.919467,0.0,0.033136000000000276,3.462464,0.944007537012113,0.0,0.9,-0.0005330000000000057,-3.462464,0,0.890982,1,0,1
254,14,10,3.40396,0.0,0.0,3.40396,0.1,0.920933,1.0,0.953088,0.0002,0.0,0,0.0,1,0,0,3.462464,3.438676,0.0,0.1,3.4236488333333335,0.0,0.919467,0.0,-0.05850400000000011,3.40396,0.9387581875280394,0.0,0.9,0.0009329999999999616,-3.40396,0,0.925246,1,0,0
255,15,10,3.46228,0.0,0.0,3.46228,0.1,0.919472,1.0,0.952224,0.0002,0.000528,1,0.0,1,1,1,3.40396,3.429328,0.0,0.1,3.4378550000000003,0.0,0.919467,0.0,0.058319999999999705,3.46228,0.9439910273665321,0.0,0.9,-0.000528000000000084,-3.46228,0,0.849447,1,0,1
256,16,10,3.524896,0.0,0.0,3.524896,0.1,0.917898,1.0,0.951295,0.0002,0.002102,2,0.0,1,1,3,3.46228,3.462464,0.0,0.1,3.4536006666666665,0.0,0.917898,0.0,0.06261600000000023,3.524896,0.9496093315388067,0.0,0.9,-0.0021020000000000483,-3.524896,0,0.902116,1,0,1
257,17,10,3.52615,0.096929,0.0,3.429221,0.1,0.922762,1.0,0.953483,0.0002,0.0,0,2.75,1,0,0,3.524896,3.40396,0.0,0.1,3.4681796666666664,0.016154833333333334,0.917898,0.0,0.0012539999999998663,3.429221,0.9335670150291611,0.027488612938016552,0.9,0.002761999999999931,-3.429221,0,0.932747,1,0,0
