timestep,hour_of_day,day,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_max,v_mean,line_loading_max,v_severity,n_buses_below_090,renewable_pct,converged,blackout,severity,p_load_lag_1h,p_load_lag_3h,p_solar_lag_1h,soc_lag_1h,load_rolling_avg_6h,solar_rolling_avg_6h,v_min_rolling_min_6h,soc_rate_of_change,load_rate_of_change,load_solar_diff,grid_stress_index,solar_load_ratio,soc_deficit,v_violation_margin,net_power_balance,is_night,blackout_prob_ml,blackout_pred_ml,in_test_window,prediction_correct
556,4,23,1.479427,0.0,0.0,1.479427,0.1,0.967012,1.0,0.98038,0.0001,0.0,0,0.0,1,0,0,1.480598,1.542596,0.0,0.1,1.6395514999999998,0.0,0.952071,0.0,-0.0011710000000000331,1.479427,0.7660768954688201,0.0,0.9,0.04701199999999994,-1.479427,1,0.0,0,0,1
557,5,23,1.649287,0.0,0.0,1.649287,0.1,0.963099,1.0,0.978057,0.0001,0.0,0,0.0,1,0,0,1.479427,1.479483,0.0,0.1,1.5608331666666668,0.0,0.961146,0.0,0.1698599999999999,1.649287,0.7813178106774338,0.0,0.9,0.043099,-1.649287,1,0.0,0,0,1
558,6,23,2.142863,0.0,0.0,2.142863,0.1,0.951569,1.0,0.971218,0.0001,0.0,0,0.0,1,0,0,1.649287,1.480598,0.0,0.1,1.6290423333333333,0.0,0.951569,0.0,0.49357600000000024,2.142863,0.8256045760430686,0.0,0.9,0.03156899999999996,-2.142863,0,0.0,0,0,1
559,7,23,2.434974,0.0,0.0,2.434974,0.1,0.944629,1.0,0.967106,0.0001,0.0,0,0.0,1,0,0,2.142863,1.479427,0.0,0.1,1.777772,0.0,0.944629,0.0,0.2921109999999998,2.434974,0.8518146253925528,0.0,0.9,0.024629000000000012,-2.434974,0,2e-06,0,0,1
560,8,23,2.791533,0.0,0.0,2.791533,0.1,0.936033,1.0,0.962016,0.0002,0.0,0,0.0,1,0,0,2.434974,1.649287,0.0,0.1,1.9964469999999999,0.0,0.936033,0.0,0.35655899999999985,2.791533,0.8838073575594437,0.0,0.9,0.016032999999999964,-2.791533,0,2.2e-05,0,0,1
561,9,23,3.224759,0.0,0.0,3.224759,0.1,0.925397,1.0,0.955726,0.0002,0.0,0,0.0,1,0,0,2.791533,2.142863,0.0,0.1,2.2871405,0.0,0.925397,0.0,0.43322600000000033,3.224759,0.9226791386271871,0.0,0.9,0.005396999999999985,-3.224759,0,0.000883,0,0,1
562,10,23,3.27281,0.097727,0.0,3.175084,0.1,0.928826,1.0,0.957216,0.0002,0.0,0,2.99,1,0,0,3.224759,2.434974,0.0,0.1,2.5860376666666665,0.01628783333333337,0.925397,0.0,0.048051000000000066,3.1750830000000003,0.9107027454015254,0.02986026385269421,0.9,0.008826,-3.1750830000000003,0,0.126658,0,0,1
563,11,23,3.28336,0.38827,0.0,2.89509,0.1,0.93305,1.0,0.963306,0.0002,0.0,0,11.83,1,0,0,3.27281,2.791533,0.097727,0.1,2.8583831666666666,0.08099950000000004,0.925397,0.0,0.010549999999999837,2.89509,0.8632255248990579,0.11825382588146718,0.9,0.013050000000000006,-2.89509,0,0.082507,0,0,1
564,12,23,3.314583,0.795151,0.0,2.519433,0.1,0.938119,1.0,0.970982,0.0002,0.0,0,23.99,1,0,0,3.28336,3.224759,0.38827,0.1,3.0536698333333336,0.21352466666666672,0.925397,0.0,0.03122299999999978,2.5194319999999997,0.7982135502467473,0.23989465948064675,0.9,0.018118999999999996,-2.5194319999999997,0,0.009681,0,0,1
565,13,23,3.360617,1.522433,0.0,1.838183,0.1,0.946308,1.025276,0.983379,0.0001,0.0,0,45.3,1,0,0,3.314583,3.27281,0.795151,0.1,3.207943666666667,0.46726350000000005,0.925397,0.0,0.04603400000000013,1.838184,0.6811303456707044,0.4530217358831024,0.9,0.026307999999999998,-1.838184,0,0.000352,0,0,1
566,14,23,3.347976,1.802818,0.0,1.545158,0.1,0.949832,1.041817,0.988144,0.0001,0.0,0,53.85,1,0,0,3.360617,3.28336,1.522433,0.1,3.3006841666666666,0.7677331666666668,0.925397,0.0,-0.012640999999999902,1.545158,0.633265281740691,0.538479804371416,0.9,0.02983199999999997,-1.545158,0,0.0,0,0,1
567,15,23,3.346603,1.716646,0.0,1.629957,0.1,0.948886,1.036916,0.986773,0.0001,0.0,0,51.3,1,0,0,3.347976,3.314583,1.802818,0.1,3.3209915,1.0538408333333333,0.928826,0.0,-0.0013730000000000686,1.629957,0.6475040874831763,0.5129516369430025,0.9,0.028885999999999967,-1.629957,0,0.0,0,0,1
568,16,23,3.403976,1.513553,0.0,1.890423,0.1,0.945218,1.023823,0.982644,0.0001,0.0,0,44.46,1,0,0,3.346603,3.360617,1.716646,0.1,3.3428525,1.2898118333333335,0.93305,0.0,0.05737300000000012,1.8904230000000002,0.6865007898160611,0.44464254605715603,0.9,0.025217999999999963,-1.8904230000000002,0,0.0,0,0,1
569,17,23,3.43271,1.440635,0.0,1.992076,0.1,0.943689,1.018848,0.981019,0.0001,0.0,0,41.97,1,0,0,3.403976,3.347976,1.513553,0.1,3.3677441666666663,1.465206,0.938119,0.0,0.028734000000000037,1.992075,0.701231986316734,0.41967849900559645,0.9,0.02368899999999996,-1.992075,0,0.0,0,0,1
570,18,23,3.620642,1.617536,0.0,2.003106,0.1,0.941507,1.025341,0.981453,0.0001,0.0,0,44.68,1,0,0,3.43271,3.346603,1.440635,0.1,3.418754,1.6022701666666668,0.941507,0.0,0.187932,2.003106,0.6886109358456708,0.4467537948369944,0.9,0.021506999999999943,-2.003106,0,2e-06,0,0,1
571,19,23,3.492309,1.310055,0.0,2.182254,0.1,0.940725,1.009614,0.97795,0.0001,0.0,0,37.51,1,0,0,3.620642,3.403976,1.617536,0.1,3.4407026666666667,1.5668738333333334,0.940725,0.0,-0.12833300000000003,2.1822540000000004,0.7283429194706147,0.37512563317689435,0.9,0.020724999999999993,-2.1822540000000004,0,3e-06,0,0,1
572,20,23,3.401198,0.752155,0.0,2.649043,0.1,0.935518,1.0,0.968941,0.0002,0.0,0,22.11,1,0,0,3.492309,3.43271,1.310055,0.1,3.4495729999999996,1.3917633333333335,0.935518,0.0,-0.09111100000000016,2.649043,0.8131511967249887,0.22114407301660385,0.9,0.01551799999999992,-2.649043,0,8e-06,0,0,1
573,21,23,3.261342,0.348179,0.0,2.913163,0.1,0.932968,1.0,0.962783,0.0002,0.0,0,10.68,1,0,0,3.401198,3.620642,0.752155,0.1,3.435362833333334,1.1636855000000002,0.932968,0.0,-0.13985599999999998,2.913163,0.8679317637954239,0.10675939329288578,0.9,0.01296799999999998,-2.913163,1,0.001244,0,0,1
574,22,23,2.920166,0.053735,0.0,2.866431,0.1,0.936441,1.0,0.961353,0.0002,0.0,0,1.84,1,0,0,3.261342,3.492309,0.348179,0.1,3.3547278333333335,0.9203825000000001,0.932968,0.0,-0.3411759999999999,2.866431,0.8863932918349035,0.01840134485459222,0.9,0.016440999999999928,-2.866431,1,0.005268,0,0,1
575,23,23,2.403439,0.0,0.0,2.403439,0.1,0.945382,1.0,0.967552,0.0001,0.0,0,0.0,1,0,0,2.920166,3.401198,0.053735,0.1,3.183182666666667,0.6802766666666668,0.932968,0.0,-0.5167269999999999,2.403439,0.8489851054284432,0.0,0.9,0.025381999999999905,-2.403439,1,0.002457,0,1,1
576,0,24,1.881736,0.0,0.0,1.881736,0.1,0.957699,1.0,0.974853,0.0001,0.0,0,0.0,1,0,0,2.403439,3.261342,0.0,0.1,2.8933649999999997,0.4106873333333334,0.932968,0.0,-0.521703,1.881736,0.8021746074472857,0.0,0.9,0.03769899999999993,-1.881736,1,1.5e-05,0,1,1
577,1,24,1.672084,0.0,0.0,1.672084,0.1,0.962572,1.0,0.977744,0.0001,0.0,0,0.0,1,0,0,1.881736,2.920166,0.0,0.1,2.5899941666666666,0.1923448333333334,0.932968,0.0,-0.20965200000000017,1.672084,0.7833633019291163,0.0,0.9,0.04257199999999994,-1.672084,1,1e-05,0,1,1
578,2,24,1.605322,0.0,0.0,1.605322,0.1,0.964114,1.0,0.97866,0.0001,0.0,0,0.0,1,0,0,1.672084,2.403439,0.0,0.1,2.2906815000000003,0.06698566666666673,0.932968,0.0,-0.06676199999999999,1.605322,0.7773729923732615,0.0,0.9,0.04411399999999999,-1.605322,1,0.0,0,1,1
579,3,24,1.569402,0.0,0.0,1.569402,0.1,0.964943,1.0,0.979152,0.0001,0.0,0,0.0,1,0,0,1.605322,1.881736,0.0,0.1,2.0086915,0.008955833333333408,0.936441,0.0,-0.03591999999999995,1.569402,0.7741500224315837,0.0,0.9,0.044942999999999955,-1.569402,1,0.0,0,1,1
580,4,24,1.593659,0.0,0.0,1.593659,0.1,0.964383,1.0,0.97882,0.0001,0.0,0,0.0,1,0,0,1.569402,1.672084,0.0,0.1,1.7876070000000002,0.0,0.945382,0.0,0.024256999999999973,1.593659,0.7763265141318977,0.0,0.9,0.04438299999999995,-1.593659,1,0.0,0,1,1
581,5,24,1.726278,0.0,0.0,1.726278,0.1,0.961316,1.0,0.976999,0.0001,0.0,0,0.0,1,0,0,1.593659,1.605322,0.0,0.1,1.6747468333333335,0.0,0.957699,0.0,0.13261900000000004,1.726278,0.7882259309107223,0.0,0.9,0.04131599999999991,-1.726278,1,0.0,0,1,1
582,6,24,2.179279,0.0,0.0,2.179279,0.1,0.950709,1.0,0.970708,0.0001,0.0,0,0.0,1,0,0,1.726278,1.569402,0.0,0.1,1.7243373333333334,0.0,0.950709,0.0,0.4530010000000002,2.179279,0.8288720502467474,0.0,0.9,0.030708999999999986,-2.179279,0,0.0,0,1,1
583,7,24,2.526452,0.0,0.0,2.526452,0.1,0.942437,1.0,0.965807,0.0001,0.0,0,0.0,1,0,0,2.179279,1.593659,0.0,0.1,1.866732,0.0,0.942437,0.0,0.34717299999999973,2.526452,0.8600226110363391,0.0,0.9,0.02243699999999993,-2.526452,0,4e-06,0,1,1
584,8,24,2.830433,0.0,0.0,2.830433,0.1,0.935087,1.0,0.961456,0.0002,0.0,0,0.0,1,0,0,2.526452,1.726278,0.0,0.1,2.0709171666666664,0.0,0.935087,0.0,0.3039810000000003,2.830433,0.8872977119784657,0.0,0.9,0.015086999999999962,-2.830433,0,7.6e-05,0,1,1
585,9,24,3.289172,0.0,0.0,3.289172,0.1,0.923797,1.0,0.95478,0.0002,0.0,0,0.0,1,0,0,2.830433,2.179279,0.0,0.1,2.3575455,0.0,0.923797,0.0,0.458739,3.289172,0.9284586810228802,0.0,0.9,0.0037969999999999393,-3.289172,0,0.001473,0,1,1
586,10,24,3.319075,0.11437,0.0,3.204705,0.1,0.927992,1.0,0.95691,0.0002,0.0,0,3.45,1,0,0,3.289172,2.526452,0.0,0.1,2.6451148333333334,0.01906166666666674,0.923797,0.0,0.029903000000000013,3.204705,0.9120801009421265,0.03445838540605879,0.9,0.007991999999999999,-3.204705,0,0.243713,0,1,1
587,11,24,3.34467,0.401462,0.0,2.943208,0.1,0.931806,1.0,0.962703,0.0002,0.0,0,12.0,1,0,0,3.319075,2.830433,0.11437,0.1,2.9148468333333333,0.08597200000000006,0.923797,0.0,0.02559499999999959,2.943208,0.8665279798115747,0.12003034080183073,0.9,0.011805999999999983,-2.943208,0,0.125715,0,1,1
588,12,24,3.358554,1.025773,0.0,2.332781,0.1,0.940181,1.0,0.974694,0.0001,0.0,0,30.54,1,0,0,3.34467,3.289172,0.401462,0.1,3.1113926666666667,0.25693416666666674,0.923797,0.0,0.013884000000000007,2.3327809999999998,0.7637219069089277,0.3054209325141318,0.9,0.020181000000000004,-2.3327809999999998,0,0.017124,0,1,1
589,13,24,3.393904,1.38564,0.0,2.008264,0.1,0.943907,1.016364,0.980603,0.0001,0.0,0,40.83,1,0,0,3.358554,3.319075,1.025773,0.1,3.2559680000000006,0.4878741666666668,0.923797,0.0,0.035350000000000215,2.008264,0.7069158995065051,0.40827306598151686,0.9,0.02390700000000001,-2.008264,0,5.9e-05,0,1,1
590,14,24,3.339002,1.562811,0.0,1.776191,0.1,0.947275,1.028122,0.984345,0.0001,0.0,0,46.8,1,0,0,3.393904,3.34467,1.38564,0.1,3.3407294999999997,0.7483426666666668,0.923797,0.0,-0.05490200000000023,1.7761909999999999,0.6724612442799461,0.4680471985200373,0.9,0.027274999999999938,-1.7761909999999999,0,1e-06,0,1,1
591,15,24,3.393374,1.722938,0.0,1.670436,0.1,0.947901,1.036295,0.98625,0.0001,0.0,0,50.77,1,0,0,3.339002,3.358554,1.562811,0.1,3.3580965,1.035499,0.927992,0.0,0.05437200000000031,1.670436,0.6506520112157919,0.507735808744981,0.9,0.027900999999999954,-1.670436,0,0.0,0,1,1
592,16,24,3.424308,1.485108,0.0,1.939199,0.1,0.944416,1.021694,0.981889,0.0001,0.0,0,43.37,1,0,0,3.393374,3.393904,1.722938,0.1,3.3756353333333333,1.2639553333333333,0.931806,0.0,0.030933999999999795,1.9391999999999998,0.6930659389860924,0.4336956740761421,0.9,0.024415999999999993,-1.9391999999999998,0,0.0,0,1,1
593,17,24,3.448736,1.552221,0.0,1.896514,0.1,0.944658,1.02516,0.982689,0.0001,0.0,0,45.01,1,0,0,3.424308,3.339002,1.485108,0.1,3.3929796666666667,1.4557485000000003,0.940181,0.0,0.024427999999999894,1.8965149999999997,0.6840722738896367,0.4500839002800156,0.9,0.024657999999999958,-1.8965149999999997,0,1e-06,0,1,1
594,18,24,3.608873,1.146474,0.0,2.4624,0.1,0.935964,1.0,0.973432,0.0002,0.0,0,31.77,1,0,0,3.448736,3.393374,1.552221,0.1,3.4346995000000002,1.4758653333333334,0.935964,0.0,0.1601370000000002,2.462399,0.7660652799461642,0.31768191408178836,0.9,0.015963999999999978,-2.462399,0,1e-06,0,1,1
595,19,24,3.538024,1.275748,0.0,2.262276,0.1,0.939246,1.006498,0.97672,0.0002,0.0,0,36.06,1,0,0,3.608873,3.424308,1.146474,0.1,3.4587194999999995,1.4575500000000001,0.935964,0.0,-0.07084899999999994,2.262276,0.738162592193809,0.3605819631008826,0.9,0.019245999999999985,-2.262276,0,0.000229,0,1,1
596,20,24,3.417315,0.841643,0.0,2.575672,0.1,0.936371,1.0,0.970435,0.0002,0.0,0,24.63,1,0,0,3.538024,3.448736,1.275748,0.1,3.4717716666666667,1.3373553333333337,0.935964,0.0,-0.12070900000000018,2.575672,0.7996826493943473,0.24628772990264874,0.9,0.016370999999999913,-2.575672,0,3.5e-05,0,1,1
597,21,24,3.283611,0.373189,0.0,2.910422,0.1,0.932819,1.0,0.962988,0.0002,0.0,0,11.37,1,0,0,3.417315,3.608873,0.841643,0.1,3.453477833333333,1.1123971666666668,0.932819,0.0,-0.13370399999999982,2.910422,0.8657615462090624,0.11365197837016065,0.9,0.012818999999999914,-2.910422,1,0.00053,0,1,1
598,22,24,2.943007,0.053414,0.0,2.889592,0.1,0.935902,1.0,0.961017,0.0002,0.0,0,1.81,1,0,0,3.283611,3.538024,0.373189,0.1,3.373261,0.8737815000000001,0.932819,0.0,-0.3406039999999999,2.889593,0.8884962310453118,0.01814945796953321,0.9,0.01590199999999997,-2.889593,1,0.003824,0,1,1
599,23,24,2.37928,0.0,0.0,2.37928,0.1,0.945959,1.0,0.967894,0.0001,0.0,0,0.0,1,0,0,2.943007,3.417315,0.053414,0.1,3.1950183333333335,0.6150780000000001,0.932819,0.0,-0.5637270000000001,2.37928,0.8468174069089277,0.0,0.9,0.025958999999999954,-2.37928,1,0.002898,0,1,1
600,0,25,1.883846,0.0,0.0,1.883846,0.1,0.95765,1.0,0.974824,0.0001,0.0,0,0.0,1,0,0,2.37928,3.283611,0.0,0.1,2.9075138333333332,0.42399900000000007,0.932819,0.0,-0.49543400000000015,1.883846,0.802363930013459,0.0,0.9,0.03764999999999996,-1.883846,1,1e-05,0,1,1
601,1,25,1.559746,0.0,0.0,1.559746,0.1,0.965165,1.0,0.979284,0.0001,0.0,0,0.0,1,0,0,1.883846,2.943007,0.0,0.1,2.5778008333333333,0.21137433333333341,0.932819,0.0,-0.32409999999999983,1.559746,0.7732836249439211,0.0,0.9,0.04516500000000001,-1.559746,1,1.2e-05,0,1,1
602,2,25,1.483087,0.0,0.0,1.483087,0.1,0.966928,1.0,0.98033,0.0001,0.0,0,0.0,1,0,0,1.559746,2.37928,0.0,0.1,2.2554295,0.07110050000000008,0.932819,0.0,-0.07665900000000003,1.483087,0.7664052938537461,0.0,0.9,0.04692799999999997,-1.483087,1,0.0,0,1,1
603,3,25,1.458383,0.0,0.0,1.458383,0.1,0.967495,1.0,0.980667,0.0001,0.0,0,0.0,1,0,0,1.483087,1.883846,0.0,0.1,1.9512248333333335,0.008902333333333408,0.935902,0.0,-0.02470400000000006,1.458383,0.7641886944818305,0.0,0.9,0.047494999999999954,-1.458383,1,0.0,0,1,1
604,4,25,1.495491,0.0,0.0,1.495491,0.1,0.966643,1.0,0.980161,0.0001,0.0,0,0.0,1,0,0,1.458383,1.559746,0.0,0.1,1.7099721666666667,0.0,0.945959,0.0,0.03710799999999992,1.495491,0.7675182593091071,0.0,0.9,0.04664299999999999,-1.495491,1,0.0,0,1,1
605,5,25,1.688355,0.0,0.0,1.688355,0.1,0.962195,1.0,0.977521,0.0001,0.0,0,0.0,1,0,0,1.495491,1.483087,0.0,0.1,1.594818,0.0,0.95765,0.0,0.19286400000000015,1.688355,0.7848232391206819,0.0,0.9,0.04219499999999998,-1.688355,1,0.0,0,1,1
606,6,25,2.125095,0.0,0.0,2.125095,0.1,0.951989,1.0,0.971467,0.0001,0.0,0,0.0,1,0,0,1.688355,1.458383,0.0,0.1,1.6350261666666668,0.0,0.951989,0.0,0.4367399999999999,2.125095,0.824010318528488,0.0,0.9,0.031988999999999934,-2.125095,0,0.0,0,1,1
607,7,25,2.471883,0.0,0.0,2.471883,0.1,0.943745,1.0,0.966582,0.0001,0.0,0,0.0,1,0,0,2.125095,1.495491,0.0,0.1,1.7870489999999999,0.0,0.943745,0.0,0.3467880000000001,2.471883,0.8551263346792283,0.0,0.9,0.023744999999999905,-2.471883,0,2e-06,0,1,1
608,8,25,2.831045,0.0,0.0,2.831045,0.1,0.935072,1.0,0.961448,0.0002,0.0,0,0.0,1,0,0,2.471883,1.688355,0.0,0.1,2.011708666666667,0.0,0.935072,0.0,0.359162,2.831045,0.8873526244952893,0.0,0.9,0.015071999999999974,-2.831045,0,3.5e-05,0,1,1
609,9,25,3.315072,0.0,0.0,3.315072,0.1,0.923152,1.0,0.954399,0.0002,0.0,0,0.0,1,0,0,2.831045,2.125095,0.0,0.1,2.3211568333333332,0.0,0.923152,0.0,0.48402699999999976,3.315072,0.9307825930910721,0.0,0.9,0.0031519999999999326,-3.315072,0,0.001386,0,1,1
610,10,25,3.340153,0.106772,0.0,3.233381,0.1,0.927369,1.0,0.956434,0.0002,0.0,0,3.2,1,0,0,3.315072,2.471883,0.0,0.1,2.6286004999999997,0.01779533333333341,0.923152,0.0,0.02508100000000013,3.233381,0.9152376859578286,0.0319661907804251,0.9,0.007368999999999959,-3.233381,0,0.266673,0,1,1
611,11,25,3.336603,0.477276,0.0,2.859327,0.1,0.933115,1.0,0.964382,0.0002,0.0,0,14.3,1,0,0,3.340153,2.831045,0.106772,0.1,2.9033085,0.0973413333333334,0.923152,0.0,-0.00354999999999972,2.8593270000000004,0.8531684908030507,0.14304244675124766,0.9,0.013114999999999988,-2.8593270000000004,0,0.141174,0,1,1
612,12,25,3.335894,0.685984,0.0,2.649909,0.1,0.936117,1.0,0.968569,0.0002,0.0,0,20.56,1,0,0,3.336603,3.315072,0.477276,0.1,3.1051083333333334,0.21167200000000008,0.923152,0.0,-0.0007090000000000707,2.64991,0.8183202081650965,0.20563716783651764,0.9,0.016116999999999937,-2.64991,0,0.007039,0,1,1
613,13,25,3.314593,1.128708,0.0,2.185885,0.1,0.942518,1.002214,0.977167,0.0001,0.0,0,34.05,1,0,0,3.335894,3.340153,0.685984,0.1,3.24556,0.3997900000000001,0.923152,0.0,-0.021301000000000236,2.185885,0.7426216141767609,0.3405267734147832,0.9,0.022517999999999927,-2.185885,0,0.001378,0,1,1
614,14,25,3.270186,0.963681,0.0,2.306505,0.1,0.9414,1.0,0.974769,0.0001,0.0,0,29.47,1,0,0,3.314593,3.336603,1.128708,0.1,3.3187501666666663,0.5604035,0.923152,0.0,-0.044407000000000085,2.3065049999999996,0.7661416368326605,0.2946868176040086,0.9,0.021399999999999975,-2.3065049999999996,0,1.2e-05,0,1,1
615,15,25,3.311579,1.200428,0.0,2.111151,0.1,0.943495,1.006774,0.978489,0.0001,0.0,0,36.25,1,0,0,3.270186,3.335894,0.963681,0.1,3.318168,0.7604748333333334,0.927369,0.0,0.041393000000000235,2.111151,0.7303978456707044,0.3624940360794545,0.9,0.023494999999999933,-2.111151,0,2.5e-05,0,1,1
616,16,25,3.335339,1.860089,0.0,1.47525,0.1,0.950757,1.045322,0.989225,0.0001,0.0,0,55.77,1,0,0,3.311579,3.314593,1.200428,0.1,3.317365666666667,1.0526943333333334,0.933115,0.0,0.02375999999999978,1.4752499999999997,0.6225862433826829,0.5576909700360383,0.9,0.030756999999999923,-1.4752499999999997,0,6e-06,0,1,1
617,17,25,3.422794,1.508926,0.0,1.913868,0.1,0.944735,1.023146,0.982312,0.0001,0.0,0,44.08,1,0,0,3.335339,3.270186,1.860089,0.1,3.3317308333333333,1.224636,0.936117,0.0,0.08745500000000028,1.9138680000000001,0.6889604266487215,0.44084615058745846,0.9,0.02473499999999995,-1.9138680000000001,0,0.0,0,1,1
618,18,25,3.60334,0.921779,0.0,2.681561,0.1,0.933125,1.0,0.969352,0.0002,0.0,0,25.58,1,0,0,3.422794,3.311579,1.508926,0.1,3.3763051666666666,1.2639351666666667,0.933125,0.0,0.1805460000000001,2.6815610000000003,0.8030179908030507,0.25581231418286526,0.9,0.013124999999999942,-2.6815610000000003,0,0.0,0,1,1
619,19,25,3.57137,0.555579,0.0,3.015791,0.1,0.928735,1.0,0.962629,0.0002,0.0,0,15.56,1,0,0,3.60334,3.335339,0.921779,0.1,3.4191013333333333,1.1684136666666667,0.928735,0.0,-0.031970000000000276,3.015791,0.8611827732166891,0.15556462770179857,0.9,0.008734999999999937,-3.015791,0,0.00124,0,1,1
620,20,25,3.415933,0.622026,0.0,2.793907,0.1,0.933347,1.0,0.966177,0.0002,0.0,0,18.21,1,0,0,3.57137,3.422794,0.555579,0.1,3.4433925,1.1114711666666668,0.928735,0.0,-0.15543700000000005,2.793907,0.8361614809331539,0.1820954386121043,0.9,0.013346999999999998,-2.793907,0,0.055944,0,1,1
621,21,25,3.270988,0.297731,0.0,2.973258,0.1,0.93198,1.0,0.961581,0.0002,0.0,0,9.1,1,0,0,3.415933,3.60334,0.622026,0.1,3.4366273333333335,0.9610216666666668,0.928735,0.0,-0.14494499999999988,2.973257,0.8772052640197399,0.09102170627904894,0.9,0.01197999999999999,-2.973257,1,0.009252,0,1,1
622,22,25,2.922905,0.026353,0.0,2.896552,0.1,0.934857,1.0,0.960708,0.0002,0.0,0,0.9,1,0,0,3.270988,3.57137,0.297731,0.1,3.367888333333333,0.6553990000000001,0.928735,0.0,-0.3480829999999999,2.8965520000000002,0.8912027189322567,0.009016027200327346,0.9,0.014857000000000009,-2.8965520000000002,1,0.007304,0,1,1
623,23,25,2.418921,0.0,0.0,2.418921,0.1,0.945013,1.0,0.967333,0.0001,0.0,0,0.0,1,0,0,2.922905,3.415933,0.026353,0.1,3.2005761666666666,0.40391133333333346,0.928735,0.0,-0.503984,2.418921,0.8503742485419471,0.0,0.9,0.025012999999999952,-2.418921,1,0.002278,0,1,1
624,0,26,1.80552,0.0,0.0,1.80552,0.1,0.959476,1.0,0.975907,0.0001,0.0,0,0.0,1,0,0,2.418921,3.270988,0.0,0.1,2.9009395,0.25028150000000005,0.928735,0.0,-0.6134010000000001,1.80552,0.7953360251233738,0.0,0.9,0.039475999999999956,-1.80552,1,1e-05,0,1,1
625,1,26,1.599441,0.0,0.0,1.599441,0.1,0.96425,1.0,0.978741,0.0001,0.0,0,0.0,1,0,0,1.80552,2.922905,0.0,0.1,2.5722846666666666,0.15768500000000008,0.93198,0.0,-0.20607900000000012,1.599441,0.7768453117990131,0.0,0.9,0.04425000000000001,-1.599441,1,3e-06,0,1,1
626,2,26,1.54367,0.0,0.0,1.54367,0.1,0.965535,1.0,0.979503,0.0001,0.0,0,0.0,1,0,0,1.599441,2.418921,0.0,0.1,2.2602408333333335,0.05401400000000008,0.93198,0.0,-0.05577099999999979,1.54367,0.7718411843876178,0.0,0.9,0.04553499999999999,-1.54367,1,0.0,0,1,1
627,3,26,1.517765,0.0,0.0,1.517765,0.1,0.966131,1.0,0.979857,0.0001,0.0,0,0.0,1,0,0,1.54367,1.80552,0.0,0.1,1.968037,0.004392166666666741,0.934857,0.0,-0.025905000000000067,1.517765,0.7695168236877524,0.0,0.9,0.04613099999999992,-1.517765,1,0.0,0,1,1
628,4,26,1.515948,0.0,0.0,1.515948,0.1,0.966173,1.0,0.979882,0.0001,0.0,0,0.0,1,0,0,1.517765,1.599441,0.0,0.1,1.7335441666666667,0.0,0.945013,0.0,-0.0018169999999999575,1.515948,0.7693537909376401,0.0,0.9,0.04617299999999991,-1.515948,1,0.0,0,1,1
629,5,26,1.70618,0.0,0.0,1.70618,0.1,0.961782,1.0,0.977276,0.0001,0.0,0,0.0,1,0,0,1.515948,1.54367,0.0,0.1,1.6147540000000002,0.0,0.959476,0.0,0.19023199999999996,1.70618,0.7864226110363391,0.0,0.9,0.041781999999999986,-1.70618,1,0.0,0,1,1
630,6,26,2.15701,0.0,0.0,2.15701,0.1,0.951235,1.0,0.97102,0.0001,0.0,0,0.0,1,0,0,1.70618,1.517765,0.0,0.1,1.6733356666666666,0.0,0.951235,0.0,0.45083000000000006,2.15701,0.8268739344997758,0.0,0.9,0.031235000000000013,-2.15701,0,0.0,0,1,1
631,7,26,2.535515,0.0,0.0,2.535515,0.1,0.942219,1.0,0.965678,0.0001,0.0,0,0.0,1,0,0,2.15701,1.515948,0.0,0.1,1.8293480000000002,0.0,0.942219,0.0,0.3785050000000001,2.535515,0.860835800807537,0.0,0.9,0.02221899999999999,-2.535515,0,3e-06,0,1,1
632,8,26,2.844092,0.0,0.0,2.844092,0.1,0.934754,1.0,0.96126,0.0002,0.0,0,0.0,1,0,0,2.535515,1.70618,0.0,0.1,2.046085,0.0,0.934754,0.0,0.30857699999999966,2.844092,0.8885232839838492,0.0,0.9,0.014753999999999934,-2.844092,0,7.2e-05,0,1,1
633,9,26,3.292016,0.0,0.0,3.292016,0.1,0.923726,1.0,0.954738,0.0002,0.0,0,0.0,1,0,0,2.844092,2.15701,0.0,0.1,2.3417935,0.0,0.923726,0.0,0.447924,3.292016,0.9287138627187078,0.0,0.9,0.003726000000000007,-3.292016,0,0.001554,0,1,1
634,10,26,3.299925,0.040614,0.0,3.259311,0.1,0.926699,1.0,0.955542,0.0002,0.0,0,1.23,1,0,0,3.292016,2.535515,0.0,0.1,2.639123,0.006769000000000074,0.923726,0.0,0.007909000000000166,3.259311,0.922654508299686,0.012307548714728753,0.9,0.0066990000000000105,-3.259311,0,0.233104,0,1,1
635,11,26,3.31245,0.215098,0.0,3.097351,0.1,0.929733,1.0,0.959213,0.0002,0.0,0,6.49,1,0,0,3.299925,2.844092,0.040614,0.1,2.9068346666666667,0.04261866666666674,0.923726,0.0,0.01252500000000012,3.097352,0.8946976639748766,0.06493620584878086,0.9,0.009732999999999992,-3.097352,0,0.198604,0,1,1
